ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
3.14227	2.42906	3.9591	1.5526	2.39424	2.73082	3.24242	1.95122	1.78351	1.03811	1.48149	1.17371	0.912944	1.07707	2.56247	1.56831	3.14114	2.77106	2.94972	3.68173	
1.17901	0.164132	0.482291	-0.000759037	-0.36111	0.419449	-0.193721	-0.73389	-0.200319	-0.55651	0.100995	0.235744	0.0544785	0.624675	0.649722	-1.15165	-0.154412	0.518481	0.594172	-0.132768	
-0.793087	-1.20348	-0.530464	-1.24831	-1.93392	-0.759271	-1.10869	-1.49746	-0.0582189	0.0162534	-0.699596	-0.81612	-0.26717	-0.968251	-0.24839	-0.328733	-1.00717	-0.739021	-0.675782	-1.55095	
0.373443	0.0990763	2.1837	-0.445711	0.0691721	-2.74665	1.46449	-1.52117	2.13131	0.105553	-0.268602	0.57563	2.08071	1.64775	0.162517	3.02131	4.04407	0.250905	1.6609	-1.45455	
0.426787	0.807838	0.937332	0.839546	1.04199	0.951664	0.605272	0.527219	0.942855	1.71259	1.26026	0.494809	0.71311	0.372379	-0.0548129	-0.628729	0.423497	0.62463	0.0351619	1.01624	
-1.4486	1.1461	0.545978	1.55276	-0.516026	2.30322	2.31543	-0.786735	1.02641	1.70529	0.80544	1.55308	0.00653071	0.166999	0.655007	-0.849442	1.20013	1.27665	0.318995	-0.753117	
-0.496551	1.48261	0.26227	-0.294823	-0.589969	1.60253	-0.299423	-1.53152	0.567343	-1.34779	-0.0597305	-0.375688	0.703444	0.439363	-0.17	-0.336368	0.0986926	0.504002	0.21627	-0.304731	
-0.235102	-0.643865	0.114628	-0.349192	-0.644622	-0.466658	-0.511865	-0.537031	0.595661	-0.367876	0.834952	0.285629	-0.406023	-0.598247	-0.385768	0.136048	0.96405	0.829694	0.297869	0.686631	
0.313342	1.13923	0.990183	1.01339	0.244548	0.926107	0.964626	-0.0829119	0.443885	1.61815	1.61422	1.12988	0.610576	0.40844	1.43766	1.02848	-0.230551	0.77669	0.0629837	0.178294	
-1.52556	-2.00633	-1.85068	-3.29256	-0.342801	-0.190487	-0.49703	-1.63619	0.485796	-0.197535	0.0875679	0.023487	-1.57068	-1.00187	-1.47201	0.182102	-0.784027	0.0100075	-0.312736	-1.27221	
-2.37383	-1.09668	-2.71741	-2.75407	-0.64601	-0.635664	-0.0088069	-1.00343	-0.155694	-0.879879	-1.78789	-0.312116	-1.07901	-0.485223	0.257077	-0.155042	-0.798924	-0.551578	-1.19853	-0.694606	
-1.05311	-0.687426	-0.572987	-1.62292	-0.516591	0.227625	-0.223896	-1.43809	-0.385776	-0.859478	-1.17428	-0.174699	-0.95063	-1.68853	-1.05788	-1.04765	1.01255	0.860976	0.482312	0.0593143	
-0.831975	0.118456	0.108508	-1.94733	-1.39312	0.630686	0.329113	-0.226452	-0.328394	0.523451	-0.229725	-0.964361	-2.02045	-1.77094	-0.517539	-0.412454	0.829141	0.133664	1.52874	1.21016	
-1.52618	-2.42865	-1.2896	-4.1457	-1.70552	1.60715	-0.20399	0.776929	-1.3316	-1.99387	-2.0943	-3.44027	-1.29358	-0.728755	-0.269716	-0.445629	-3.3412	-2.83023	-3.20046	-4.15702	
-0.201013	1.92747	2.08531	-0.112017	1.22718	0.78225	0.556453	1.15888	2.60801	1.49961	-0.250404	2.42063	0.410732	0.181589	1.61628	3.35465	1.40802	2.3832	1.62539	0.863378	
