ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
1.18397	0.983567	0.303673	-0.18424	2.24814	1.46098	1.7385	1.51378	2.55291	1.87867	1.55965	2.72989	1.80335	2.10498	1.488	2.15843	1.23469	0.646691	1.29997	0.728995	
-0.286997	0.288578	0.2001	-0.57153	0.554498	1.07668	1.70478	1.10985	1.83942	0.978626	1.78533	2.10224	1.47275	0.70667	1.89534	2.14192	1.73972	1.11799	1.68394	1.0549	
2.11403	2.62373	2.18891	2.29527	1.97837	2.20969	1.27795	0.881261	0.818586	0.769028	1.16879	0.739804	0.605898	0.809727	1.00136	-0.497152	0.768259	1.24276	0.80827	1.96548	
-1.89866	-1.82211	-1.41347	-2.68115	-4.45658	-4.43912	-3.44058	-4.51911	-2.40081	-2.90211	-2.22146	-2.96442	-2.60401	-3.27057	-1.90707	-2.70891	-3.24928	-3.78856	-3.31607	-4.12397	
0.116613	0.123584	-0.751215	-0.279637	2.21738	1.54929	3.26983	1.86434	1.74508	1.19195	2.19602	1.5516	0.469815	0.523292	0.223644	1.31859	1.48691	0.891332	1.13931	-0.0175792	
0.641529	0.803223	0.240165	0.582518	-0.165065	0.826314	-0.56985	-0.518246	-0.226919	-0.0211584	0.193327	-0.64383	-0.572305	-0.484497	-0.453936	-1.23912	-0.298666	-0.263782	-0.75898	-0.332121	
-0.594442	0.552422	1.78984	0.595859	-0.787158	0.82152	2.4149	-0.676623	-1.12288	-0.628842	-0.569072	-1.4657	-0.564117	-0.359856	-0.30705	-0.923896	-0.769434	-0.518895	-0.712933	-0.95023	
-0.0332995	0.974617	0.696219	0.710713	-1.20621	0.553322	0.0410129	-1.16906	0.146315	-0.129803	0.763783	0.545164	0.588082	0.316418	0.980438	-0.0129082	-0.396737	-0.344837	-0.352196	-0.294347	
-0.690995	-0.657966	0.236897	-0.492613	-0.884815	-0.379607	-0.58383	-0.573956	0.286073	-0.582879	1.04896	0.293564	0.755008	0.751966	1.20425	0.887043	0.98542	0.838768	1.2601	0.0448987	
-0.315214	0.210779	0.448906	0.145727	-1.35173	0.51617	-0.416497	-0.386939	0.756974	0.702456	1.07001	0.395065	0.770822	0.340022	0.134399	0.272487	-1.02072	-0.499455	-0.619538	-0.429749	
-0.837819	-1.12607	-0.546622	-1.24744	-0.538138	0.605717	0.443089	0.290699	0.773424	0.514888	-0.128629	-0.111055	0.339397	-0.879036	-0.873349	-0.160548	-0.955253	-0.625663	-0.933347	-1.32893	
-1.3184	-0.67763	-1.26355	-1.70504	-1.6711	-0.666978	-1.29377	-1.04377	-1.38914	-0.762945	-1.05478	-0.805879	-1.3342	-0.680918	0.108856	-1.22196	0.0368893	-0.196129	-0.0947073	-1.02959	
0.235621	0.33283	0.90646	-0.796062	0.400282	0.985084	0.928769	-0.768499	0.706482	0.499023	0.616312	0.915687	0.307517	-0.0672112	0.81335	0.763108	1.01627	1.06344	0.77475	1.05039	
-1.64097	-1.05119	-1.05884	-2.42722	-0.912049	0.399145	-0.216313	-0.279749	-0.243093	-0.109729	-0.397569	-0.85509	-1.16266	-1.8567	-1.04608	-1.06418	0.575725	0.763254	0.965082	1.09204	
-1.19353	-2.10886	0.238379	-2.25697	2.09018	3.2175	2.1516	2.55861	0.819482	0.78487	-1.45175	-1.68576	1.17408	3.1773	0.798482	1.68983	-0.893327	0.396369	-0.665358	-1.69917	
-2.79153	-0.438053	1.06607	-1.03638	0.373628	-1.77257	-1.94914	-0.325941	1.96178	1.47938	-2.67724	2.23577	0.0457455	-0.937573	2.25468	1.70256	0.194375	2.07988	1.84005	-0.574485	
